name,category_list,market,funding_total_usd,status,country_code,city,funding_rounds,founded_at,first_funding_at,last_funding_at,venture,debt_financing,private_equity,stage_level,early_stage_funding,log_funding_total_usd,log_funding_rounds,log_early_stage_funding,log_venture,log_debt_financing,log_private_equity,Cluster
Oktogo,|Hospitality|, Hospitality ,26000000.0,,USA,St. Petersburg,4.0,2009-01-01,2010-11-01,2013-03-13,26000000.0,0.0,0.0,3,0.0,17.073607134447293,1.6094379124341003,0.0,17.073607134447293,0.0,0.0,3
Oktopost,|SaaS|B2B|Social Media|Social Media Marketing|Software|, Social Media ,800000.0,operating,ISR,,1.0,2013-01-01,2013-11-07,2013-11-07,0.0,0.0,0.0,0,800000.0,13.592368256649284,0.6931471805599453,13.592368256649284,0.0,0.0,0.0,0
Okyanos Heart Institute,|Hospitality|, Hospitality ,8900000.0,operating,BHS,Freeport,1.0,2011-01-01,2014-03-20,2014-03-20,8900000.0,0.0,0.0,2,0.0,16.001561947061912,0.6931471805599453,0.0,16.001561947061912,0.0,0.0,3
Ola (ANI Technologies Pvt. Ltd.),|Public Transportation|Automotive|Mobile Commerce|Mobile|Internet|Transportation|E-Commerce|, Transportation ,276830000.0,operating,IND,Bangalore,5.0,2010-12-03,2011-04-21,2014-10-25,276500000.0,0.0,0.0,4,330000.0,19.438914160950155,1.791759469228055,12.706850963741102,19.4377213825433,0.0,0.0,3
Olapic,|Photo Sharing|Shopping|Retail|E-Commerce|SaaS|Crowdsourcing|Content|Video|Photography|Curated Web|, Content ,6000000.0,operating,USA,New York,3.0,2010-11-25,2011-09-16,2013-07-30,5000000.0,0.0,0.0,1,1000000.0,15.607270193858982,1.3862943611198906,13.815511557963774,15.424948670398354,0.0,0.0,3
Olaworks,|Software|, Software ,4000000.0,acquired,KOR,Seoul,1.0,2006-01-11,2007-01-09,2007-01-09,4000000.0,0.0,0.0,1,0.0,15.201805169084134,0.6931471805599453,0.0,15.201805169084134,0.0,0.0,0
Old Line Bank,|Finance|, Finance ,12000000.0,,USA,Bowie,1.0,1989-01-01,2013-09-18,2013-09-18,0.0,0.0,12000000.0,0,0.0,16.300417291085605,0.6931471805599453,0.0,0.0,0.0,16.300417291085605,2
Olea Medical,|Software|, Software ,5462100.0,operating,FRA,La Ciotat,1.0,,2012-10-23,2012-10-23,5462100.0,0.0,0.0,2,0.0,15.513344072239917,0.6931471805599453,0.0,15.513344072239917,0.0,0.0,3
OLED-T,|Manufacturing|, Manufacturing ,12660000.0,operating,GBR,Enfield Lock,2.0,1999-01-01,2005-08-01,2006-05-30,12660000.0,0.0,0.0,0,0.0,16.353958053669242,1.0986122886681098,0.0,16.353958053669242,0.0,0.0,0
OleOle,|World Domination|Advertising|Publishing|Social Media|Soccer|Sports|Web Hosting|, World Domination ,5000000.0,closed,USA,Beverly Hills,1.0,2006-12-01,2007-01-01,2007-01-01,5000000.0,0.0,0.0,1,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,0
Olery,|Social Media|Reputation|Hotels|Hospitality|, Hospitality ,1000000.0,operating,NLD,Amsterdam,2.0,2010-08-01,2012-01-27,2013-01-23,1000000.0,0.0,0.0,1,0.0,13.815511557963774,1.0986122886681098,0.0,13.815511557963774,0.0,0.0,0
Olfactor Laboratories,|Biotechnology|, Biotechnology ,50000.0,operating,USA,Riverside,1.0,2010-01-01,2010-06-18,2010-06-18,50000.0,0.0,0.0,0,0.0,10.819798284210286,0.6931471805599453,0.0,10.819798284210286,0.0,0.0,0
Oligasis,|Biotechnology|, Biotechnology ,1836044.0,operating,USA,Palo Alto,1.0,,2009-07-13,2009-07-13,1836044.0,0.0,0.0,0,0.0,14.423124359666135,0.6931471805599453,0.0,14.423124359666135,0.0,0.0,0
Oligomerix,|Biotechnology|, Biotechnology ,6500000.0,operating,USA,New York,3.0,2006-01-01,2012-04-23,2013-09-11,4800000.0,0.0,0.0,2,1700000.0,15.687312888712007,1.3862943611198906,14.346139397261565,15.38412668421143,0.0,0.0,3
Olista,|Software|Analytics|, Software ,24000000.0,operating,ISR,Netanya,2.0,2004-01-01,2006-04-26,2008-10-28,24000000.0,0.0,0.0,2,0.0,16.993564429978885,1.0986122886681098,0.0,16.993564429978885,0.0,0.0,3
Olive Medical Corporation,|Manufacturing|, Manufacturing ,2071500.0,closed,USA,Salt Lake City,3.0,2009-10-01,2009-10-21,2011-11-28,871500.0,200000.0,0.0,0,1000000.0,14.543784023241452,1.3862943611198906,13.815511557963774,13.677972291388485,12.206077645517674,0.0,1
Olive Software,|Software|, Software ,14000000.0,operating,USA,Aurora,2.0,2000-01-01,2005-11-06,2007-05-09,9000000.0,5000000.0,0.0,3,0.0,16.454567959008102,1.0986122886681098,0.0,16.012735246411598,15.424948670398354,0.0,1
Olo,|Restaurants|Technology|E-Commerce|, Restaurants ,23250000.0,operating,USA,New York,4.0,2005-01-01,2005-01-01,2014-10-24,22000000.0,0.0,0.0,3,1250000.0,16.96181573300839,1.6094379124341003,14.038654909278163,16.906553056777135,0.0,0.0,3
Olocity,|Hardware + Software|, Hardware + Software ,90000.0,operating,USA,Golden,1.0,2009-01-01,2009-12-31,2009-12-31,90000.0,0.0,0.0,0,0.0,11.407576060361786,0.6931471805599453,0.0,11.407576060361786,0.0,0.0,0
Olocode,|Software|, Software ,454575.0,operating,GBR,London,1.0,2012-01-01,2013-06-17,2013-06-17,0.0,0.0,0.0,0,454575.0,13.027120395342186,0.6931471805599453,13.027120395342186,0.0,0.0,0.0,0
Ology Media,|Interest Graph|Social Network Media|Social Media|, Interest Graph ,3175000.0,closed,USA,New York,2.0,2011-06-01,2010-01-01,2013-05-01,3000000.0,175000.0,0.0,1,0.0,14.97081850526951,1.0986122886681098,0.0,14.914123179965662,12.07254696717504,0.0,1
Olomomo Nut Company,|Hospitality|, Hospitality ,62500.0,operating,USA,Boulder,1.0,2008-01-01,2012-07-07,2012-07-07,0.0,0.0,0.0,0,62500.0,11.042937835596494,0.6931471805599453,11.042937835596494,0.0,0.0,0.0,0
OLSET,|Online Travel|Personalization|Big Data|Travel|Software|, Online Travel ,1715000.0,operating,USA,San Francisco,4.0,2012-09-04,2013-10-07,2014-05-16,0.0,0.0,0.0,0,1715000.0,14.354924221672386,1.6094379124341003,14.354924221672386,0.0,0.0,0.0,0
OluKai,|Sports|, Sports ,3150000.0,operating,USA,Irvine,1.0,2005-01-01,2010-02-16,2010-02-16,0.0,3150000.0,0.0,0,0.0,14.962913328262083,0.6931471805599453,0.0,0.0,14.962913328262083,0.0,1
OLX,|E-Commerce|Shopping|Internet|Curated Web|, E-Commerce ,28500000.0,operating,USA,New York,4.0,2006-03-01,2007-09-01,2010-08-26,28500000.0,0.0,0.0,3,0.0,17.1654146803266,1.6094379124341003,0.0,17.1654146803266,0.0,0.0,3
oLyfe,|Ediscovery|Social Media|Social Search|Search|, Social Search ,150000.0,operating,USA,San Francisco,1.0,2010-01-01,2010-11-01,2010-11-01,0.0,0.0,0.0,0,150000.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,0
Olympia Media Group,|Advertising|, Advertising ,1950000.0,operating,USA,Indianapolis,3.0,2009-01-01,2013-10-27,2014-04-29,0.0,1950000.0,0.0,0,0.0,14.48334044336031,1.3862943611198906,0.0,0.0,14.48334044336031,0.0,1
OM Latam,|Advertising|, Advertising ,25000.0,operating,ARG,Buenos Aires,1.0,2011-01-01,2012-08-01,2012-08-01,0.0,0.0,0.0,0,25000.0,10.12667110305036,0.6931471805599453,10.12667110305036,0.0,0.0,0.0,0
Omada Health,|Education|Health and Wellness|, Education ,29470000.0,operating,USA,San Francisco,5.0,2011-01-01,2011-05-01,2014-09-18,27700000.0,0.0,0.0,2,1770000.0,17.19888338864669,1.791759469228055,14.386490669521603,17.13694300725865,0.0,0.0,3
Omaze,|Curated Web|, Curated Web ,1000000.0,operating,USA,Santa Monica,2.0,,2012-07-23,2014-04-01,0.0,0.0,0.0,0,1000000.0,13.815511557963774,1.0986122886681098,13.815511557963774,0.0,0.0,0.0,0
Ombitron,|Telecommunications|Software|Internet of Things|M2M|Mobile|, Internet of Things ,256960.0,operating,USA,Seattle,2.0,2013-01-01,2013-04-22,2014-02-21,0.0,236960.0,0.0,0,20000.0,12.45667960138925,1.0986122886681098,9.90353755128617,0.0,12.37565084961426,0.0,1
Ombu,|Mobile|, Mobile ,185000.0,closed,USA,Berkeley,2.0,2011-01-01,2012-03-15,2013-03-31,0.0,0.0,0.0,0,185000.0,12.128116509451258,1.0986122886681098,12.128116509451258,0.0,0.0,0.0,0
"OmbuShop, Tu Tienda Online",|E-Commerce|, E-Commerce ,40000.0,operating,,,2.0,2011-05-01,2012-08-21,2013-06-03,0.0,0.0,0.0,0,40000.0,10.596659732783579,1.0986122886681098,10.596659732783579,0.0,0.0,0.0,0
Omedix,|Enterprise Software|, Enterprise Software ,2510000.0,,USA,Scottsdale,3.0,2004-01-01,2011-10-17,2013-07-05,1260000.0,0.0,0.0,0,1250000.0,14.735793709514262,1.3862943611198906,14.038654909278163,14.04662307257814,0.0,0.0,0
OmegaGenesis,|Software|, Software ,554508.0,operating,USA,Gilroy,1.0,2008-01-01,2009-04-06,2009-04-06,554508.0,0.0,0.0,0,0.0,13.225838316479434,0.6931471805599453,0.0,13.225838316479434,0.0,0.0,0
Omegawave,|Fitness|Mobile Health|Mobile|Health and Wellness|, Mobile ,3454037.0,operating,FIN,Espoo,2.0,2012-03-01,2012-04-01,2013-06-11,0.0,0.0,0.0,0,3454037.0,15.055054539365358,1.0986122886681098,15.055054539365358,0.0,0.0,0.0,0
Omek Interactive,|Software|, Software ,15800000.0,acquired,ISR,Bet Shemesh,3.0,2007-01-01,2008-01-16,2012-02-02,6800000.0,0.0,9000000.0,2,0.0,16.575520561288332,1.3862943611198906,0.0,15.732433317205148,0.0,16.012735246411598,2
omelett.es,|Contact Management|Ticketing|Advertising|CRM|Consulting|, Contact Management ,43833.0,operating,GBR,Coventry,1.0,2009-01-01,2009-01-01,2009-01-01,0.0,0.0,0.0,0,43833.0,10.688165050941665,0.6931471805599453,10.688165050941665,0.0,0.0,0.0,0
Omeros,|Health Care|Biotechnology|, Health Care ,132800000.0,operating,USA,Seattle,3.0,,2007-02-12,2014-03-20,63000000.0,0.0,0.0,5,0.0,18.704354802536727,1.3862943611198906,0.0,17.958645300228824,0.0,0.0,3
Ometria,|SaaS|E-Commerce|Analytics|, E-Commerce ,2600000.0,operating,GBR,London,3.0,2013-02-01,2013-02-01,2014-09-22,600000.0,0.0,0.0,0,2000000.0,14.77102238760702,1.3862943611198906,14.508658238524095,13.304686600863562,0.0,0.0,0
Ometrics,|Hardware + Software|, Hardware + Software ,980400.0,operating,USA,Evergreen,1.0,2004-01-01,2009-06-18,2009-06-18,980400.0,0.0,0.0,0,0.0,13.795716950627414,0.6931471805599453,0.0,13.795716950627414,0.0,0.0,0
Omgili,|Content|Reviews and Recommendations|Forums|Search|, Content ,600000.0,operating,ISR,Tel Aviv,1.0,2007-04-01,2007-04-01,2007-04-01,0.0,0.0,0.0,0,600000.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,0
OMGPOP,|Auctions|Online Dating|Games|, Auctions ,16600000.0,acquired,USA,New York,5.0,2006-01-01,2006-08-02,2011-01-06,16600000.0,0.0,0.0,2,0.0,16.624913313567735,1.791759469228055,0.0,16.624913313567735,0.0,0.0,3
Omicia,|Big Data|Health Care|, Big Data ,6800000.0,operating,USA,Oakland,1.0,2009-01-01,2014-01-06,2014-01-06,6800000.0,0.0,0.0,1,0.0,15.732433317205148,0.6931471805599453,0.0,15.732433317205148,0.0,0.0,0
Omicsis,|Biotechnology|, Biotechnology ,289589.0,operating,,,1.0,,2014-08-04,2014-08-04,0.0,0.0,0.0,0,289589.0,12.57622140851077,0.6931471805599453,12.57622140851077,0.0,0.0,0.0,0
Omiro,|Media|Social Media|Video|News|, Media ,200000.0,operating,,,1.0,,2013-09-01,2013-09-01,0.0,0.0,0.0,0,200000.0,12.206077645517674,0.6931471805599453,12.206077645517674,0.0,0.0,0.0,0
Omise,|Mobile Payments|Marketplaces|Payments|E-Commerce|, Marketplaces ,300000.0,operating,THA,Bangkok,1.0,2013-05-05,2014-08-18,2014-08-18,0.0,0.0,0.0,0,300000.0,12.611541086966115,0.6931471805599453,12.611541086966115,0.0,0.0,0.0,0
Ommven,|E-Commerce|, E-Commerce ,120000.0,closed,GBR,Windsor,1.0,2010-09-01,2010-09-01,2010-09-01,0.0,0.0,0.0,0,120000.0,11.695255355062795,0.6931471805599453,11.695255355062795,0.0,0.0,0.0,0
Omni Bio Pharmaceutical,|Biotechnology|, Biotechnology ,10093025.0,operating,USA,Greenwood Village,5.0,,2010-02-10,2013-06-11,9405525.0,687500.0,0.0,0,0.0,16.127355248260482,1.791759469228055,0.0,16.056807946851407,13.44081856306726,0.0,1
Omni Consumer Products,|Consumer Electronics|Robotics|, Consumer Electronics ,19500000.0,operating,USA,Detroit,1.0,1987-01-01,2003-01-01,2003-01-01,19500000.0,0.0,0.0,2,0.0,16.785925074816024,0.6931471805599453,0.0,16.785925074816024,0.0,0.0,3
Omni Helicopters International,|Public Transportation|, Public Transportation ,53492000.0,operating,,,1.0,,2011-11-24,2011-11-24,53492000.0,0.0,0.0,0,0.0,17.79504268666921,0.6931471805599453,0.0,17.79504268666921,0.0,0.0,0
Omni Hospitals,|Biotechnology|, Biotechnology ,9800000.0,operating,IND,Hyderabad,1.0,2010-01-01,2013-08-07,2013-08-07,9800000.0,0.0,0.0,1,0.0,16.097893045681612,0.6931471805599453,0.0,16.097893045681612,0.0,0.0,0
OMNI Retail Group,|Big Data|SaaS|Semantic Search|Retail Technology|, Semantic Search ,600000.0,operating,USA,Seattle,1.0,2013-07-01,2014-03-01,2014-03-01,0.0,0.0,0.0,0,600000.0,13.304686600863562,0.6931471805599453,13.304686600863562,0.0,0.0,0.0,0
Omni Water Solutions,|Clean Technology|, Clean Technology ,20801185.0,operating,USA,Austin,6.0,2010-01-01,2011-06-01,2014-08-14,20001185.0,800000.0,0.0,1,0.0,16.85052056227678,1.9459101490553132,0.0,16.81130212976009,13.592368256649284,0.0,1
Omni-ID,|Hardware + Software|, Hardware + Software ,23000000.0,operating,USA,Foster City,2.0,2007-01-01,2009-02-09,2011-09-14,23000000.0,0.0,0.0,3,0.0,16.951004817371683,1.0986122886681098,0.0,16.951004817371683,0.0,0.0,3
Omnia Media,|Advertising Networks|Music|Video|Games|, Advertising Networks ,500000.0,operating,USA,Los Angeles,1.0,2012-04-16,2014-03-12,2014-03-12,500000.0,0.0,0.0,0,0.0,13.122365377402328,0.6931471805599453,0.0,13.122365377402328,0.0,0.0,0
Omniata,|Analytics|, Analytics ,5200000.0,operating,USA,San Francisco,2.0,,2013-01-01,2014-03-12,5200000.0,0.0,0.0,1,0.0,15.46416937585933,1.0986122886681098,0.0,15.46416937585933,0.0,0.0,0
Omnicademy,|Systems|Social Media|, Social Media ,750000.0,operating,USA,Port Allen,2.0,2010-03-17,2011-03-18,2011-10-31,250000.0,0.0,0.0,0,500000.0,13.527829818844937,1.0986122886681098,13.122365377402328,12.429220196836383,0.0,0.0,0
Omnidrive,|Internet|File Sharing|Storage|Web Hosting|, Web Hosting ,800000.0,closed,USA,Palo Alto,1.0,2005-11-01,2006-12-01,2006-12-01,0.0,0.0,0.0,0,800000.0,13.592368256649284,0.6931471805599453,13.592368256649284,0.0,0.0,0.0,0
Omnidrone,|Games|, Games ,2000000.0,operating,ESP,Barcelona,1.0,2013-01-01,2014-03-05,2014-03-05,2000000.0,0.0,0.0,1,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,0
OmniGuide,|Clean Technology|, Clean Technology ,80587143.0,operating,USA,Cambridge,6.0,2003-01-01,2008-05-01,2013-09-26,80587143.0,0.0,0.0,6,0.0,18.204849691032702,1.9459101490553132,0.0,18.204849691032702,0.0,0.0,3
Omnikles,|Software|, Software ,3960000.0,acquired,FRA,Paris,1.0,2000-01-01,2005-03-18,2005-03-18,3960000.0,0.0,0.0,1,0.0,15.191754835755884,0.6931471805599453,0.0,15.191754835755884,0.0,0.0,0
OMNIlife science,|Hardware + Software|, Hardware + Software ,27500000.0,operating,USA,East Taunton,1.0,1999-01-01,2014-04-09,2014-04-09,0.0,27500000.0,0.0,0,0.0,17.129696599000436,0.6931471805599453,0.0,0.0,17.129696599000436,0.0,1
Omnilink Systems,|Hardware + Software|, Hardware + Software ,12209831.0,acquired,USA,Alpharetta,2.0,2003-01-01,2007-01-26,2012-04-03,12209831.0,0.0,0.0,0,0.0,16.31775208677847,1.0986122886681098,0.0,16.31775208677847,0.0,0.0,0
OmniLync,|Software|, Software ,586161.0,operating,USA,Cambridge,1.0,2011-01-01,2014-11-17,2014-11-17,586161.0,0.0,0.0,0,0.0,13.281351480865693,0.6931471805599453,0.0,13.281351480865693,0.0,0.0,0
OmniLytics,|Biotechnology|, Biotechnology ,700000.0,operating,USA,Sandy,2.0,1954-01-01,2010-12-03,2013-07-09,500000.0,0.0,0.0,0,200000.0,13.45883704259595,1.0986122886681098,12.206077645517674,13.122365377402328,0.0,0.0,0
Omniox,|Biotechnology|, Biotechnology ,15403710.0,operating,USA,San Carlos,3.0,2006-01-01,2013-08-07,2014-10-09,6603710.0,0.0,3000000.0,0,5800000.0,16.550119012380254,1.3862943611198906,15.573368647930426,15.703142321707846,0.0,14.914123179965662,2
Omnipaste,|Productivity Software|Mobile|, Productivity Software ,109381.0,operating,ROM,Sibiu,1.0,2013-03-01,2014-07-01,2014-07-01,0.0,0.0,0.0,0,109381.0,11.602601621612003,0.6931471805599453,11.602601621612003,0.0,0.0,0.0,0
OmniPV,|Solar|Energy|, Energy ,5000000.0,operating,USA,Belmont,1.0,2000-01-01,2008-06-30,2008-06-30,5000000.0,0.0,0.0,0,0.0,15.424948670398354,0.6931471805599453,0.0,15.424948670398354,0.0,0.0,0
Omnireliant,|Fashion|, Fashion ,10000000.0,operating,USA,Tampa,1.0,2006-01-01,2009-02-24,2009-02-24,10000000.0,0.0,0.0,0,0.0,16.118095750958314,0.6931471805599453,0.0,16.118095750958314,0.0,0.0,0
Omnisens,|Clean Technology|, Clean Technology ,5320000.0,operating,GBR,,1.0,1999-01-01,2008-09-10,2008-09-10,5320000.0,0.0,0.0,0,0.0,15.486984049287734,0.6931471805599453,0.0,15.486984049287734,0.0,0.0,0
OmniStrat,|Internet|Enterprises|B2B|SaaS|Task Management|Project Management|Software|, Project Management ,140000.0,operating,USA,Boston,1.0,2010-02-17,2011-03-01,2011-03-01,0.0,0.0,0.0,0,140000.0,11.849404844423074,0.6931471805599453,11.849404844423074,0.0,0.0,0.0,0
Omnistream,|Lifestyle|CRM|Brand Marketing|Specialty Retail|, Lifestyle ,28000.0,operating,HKG,Hong Kong,1.0,,2013-02-01,2013-02-01,0.0,0.0,0.0,0,28000.0,10.239995502805316,0.6931471805599453,10.239995502805316,0.0,0.0,0.0,0
OmniTrail Technologies,|Telecommunications|Wireless|Location Based Services|, Location Based Services ,3300000.0,operating,USA,San Francisco,1.0,2007-01-01,2014-01-01,2014-01-01,3300000.0,0.0,0.0,0,0.0,15.009433329466965,0.6931471805599453,0.0,15.009433329466965,0.0,0.0,0
Omnitrol Networks,|Software|, Software ,1439257.0,operating,USA,Santa Clara,1.0,2005-01-01,2010-08-26,2010-08-26,1439257.0,0.0,0.0,0,0.0,14.17963826097319,0.6931471805599453,0.0,14.17963826097319,0.0,0.0,0
Omniture,|Software|Advertising|, Software ,25000000.0,acquired,USA,Orem,2.0,1996-01-01,2005-05-09,2009-01-29,25000000.0,0.0,0.0,0,0.0,17.034386422832473,1.0986122886681098,0.0,17.034386422832473,0.0,0.0,0
OmniVec,|Biotechnology|, Biotechnology ,550000.0,operating,USA,Alexandria,1.0,2013-01-01,2013-05-06,2013-05-06,550000.0,0.0,0.0,0,0.0,13.217675375388819,0.6931471805599453,0.0,13.217675375388819,0.0,0.0,0
OmnyPay,|Payments|Startups|, Startups ,1500000.0,operating,USA,San Francisco,1.0,,2014-09-23,2014-09-23,0.0,0.0,0.0,0,1500000.0,14.220976332738882,0.6931471805599453,14.220976332738882,0.0,0.0,0.0,0
OmPrompt,|Enterprise Software|, Enterprise Software ,5654678.0,operating,GBR,Oxton,2.0,2004-01-01,2009-03-02,2014-07-28,4244626.0,0.0,0.0,0,0.0,15.547993901995495,1.0986122886681098,0.0,15.261164505786864,0.0,0.0,0
Omrix Biopharmaceuticals,|Health and Wellness|Medical|Life Sciences|Biotechnology|, Medical ,4840000.0,acquired,ISR,Qiryat Ono,1.0,1995-01-01,2005-03-31,2005-03-31,4840000.0,0.0,0.0,0,0.0,15.392425485304363,0.6931471805599453,0.0,15.392425485304363,0.0,0.0,0
OMsignal,|Hardware + Software|, Hardware + Software ,11000000.0,operating,CAN,Montréal,2.0,2011-01-01,2013-06-05,2014-06-24,10000000.0,0.0,0.0,1,1000000.0,16.213405921671733,1.0986122886681098,13.815511557963774,16.118095750958314,0.0,0.0,0
Omthera Pharmaceuticals,|Health and Wellness|Medical|Pharmaceuticals|Biotechnology|, Biotechnology ,60158333.0,acquired,USA,Princeton,4.0,,2009-11-27,2013-02-28,42558333.0,17600000.0,0.0,2,0.0,17.912490544403255,1.6094379124341003,0.0,17.566386257494646,16.68340951682656,0.0,1
On Demand Therapeutics,|Biotechnology|, Biotechnology ,3754369.0,operating,USA,Menlo Park,3.0,2008-01-01,2009-08-13,2011-06-17,3454369.0,300000.0,0.0,1,0.0,15.138431052806085,1.3862943611198906,0.0,15.055150654128775,12.611541086966115,0.0,1
On Networks,|Video|Games|, Games ,16000000.0,operating,USA,Austin,2.0,,2006-11-01,2007-11-01,16000000.0,0.0,0.0,2,0.0,16.588099342704055,1.0986122886681098,0.0,16.588099342704055,0.0,0.0,3
ON TARGET LABORATORIES,|Biotechnology|, Biotechnology ,15000000.0,operating,USA,Carthage,1.0,2010-01-01,2014-03-11,2014-03-11,15000000.0,0.0,0.0,0,0.0,16.52356082573315,0.6931471805599453,0.0,16.52356082573315,0.0,0.0,0
On The Net Yet,|Curated Web|, Curated Web ,100000.0,operating,USA,Las Vegas,1.0,1998-11-28,1998-01-01,1998-01-01,0.0,0.0,0.0,0,100000.0,11.51293546492023,0.6931471805599453,11.51293546492023,0.0,0.0,0.0,0
On The Run Tech,|Mobile|, Mobile ,1300000.0,operating,USA,Los Angeles,1.0,2011-01-01,2012-11-22,2012-11-22,0.0,0.0,0.0,0,1300000.0,14.077875591662238,0.6931471805599453,14.077875591662238,0.0,0.0,0.0,0
On The Spot Systems,|Mobile|, Mobile ,750000.0,operating,USA,Newton,1.0,,2012-01-17,2012-01-17,0.0,0.0,0.0,0,750000.0,13.527829818844937,0.6931471805599453,13.527829818844937,0.0,0.0,0.0,0
On-Q-ity,|Biotechnology|, Biotechnology ,31000000.0,operating,USA,Waltham,2.0,,2009-12-14,2012-02-28,31000000.0,0.0,0.0,2,0.0,17.249497794707484,1.0986122886681098,0.0,17.249497794707484,0.0,0.0,3
On-Ramp Wireless,|Smart Grid|Mobile|, Smart Grid ,118584455.0,operating,USA,San Diego,6.0,2008-04-01,2009-08-06,2014-10-16,113534455.0,5050000.0,0.0,3,0.0,18.59113597354387,1.9459101490553132,0.0,18.54761692590804,15.434898999271326,0.0,1
ON-S Segurança Online,|Security|, Security ,40000.0,operating,BRA,Porto Alegre,1.0,,2013-12-13,2013-12-13,0.0,0.0,0.0,0,40000.0,10.596659732783579,0.6931471805599453,10.596659732783579,0.0,0.0,0.0,0
On2 Technologies,|SaaS|Content|Video|Software|, SaaS ,5240000.0,acquired,USA,Clifton Park,1.0,1992-01-01,2005-01-10,2005-01-10,5240000.0,0.0,0.0,3,0.0,15.471832247136902,0.6931471805599453,0.0,15.471832247136902,0.0,0.0,3
ON24,|Lead Generation|Business Services|Web Tools|Video Streaming|Curated Web|, Curated Web ,8000000.0,operating,USA,San Francisco,1.0,1998-01-01,2008-05-07,2008-05-07,8000000.0,0.0,0.0,0,0.0,15.894952224644102,0.6931471805599453,0.0,15.894952224644102,0.0,0.0,0
OnAir Player,|Video Streaming|Mobile|Music|, Mobile ,150000.0,operating,USA,San Francisco,1.0,2012-01-01,2013-03-08,2013-03-08,0.0,0.0,0.0,0,150000.0,11.918397239722838,0.6931471805599453,11.918397239722838,0.0,0.0,0.0,0
OnAir3G,|Social Media|, Social Media ,2000000.0,operating,,,1.0,2010-08-01,2010-11-24,2010-11-24,2000000.0,0.0,0.0,0,0.0,14.508658238524095,0.6931471805599453,0.0,14.508658238524095,0.0,0.0,0
OnApp,|Video Streaming|Storage|Content Delivery|Networking|Cloud Management|Cloud Computing|IaaS|Infrastructure|Web Hosting|, Content Delivery ,20000000.0,operating,GBR,London,1.0,2010-07-01,2013-01-16,2013-01-16,20000000.0,0.0,0.0,0,0.0,16.811242881518265,0.6931471805599453,0.0,16.811242881518265,0.0,0.0,0
Onapsis Inc.,|Security|, Security ,12600000.0,operating,USA,Cambridge,2.0,2009-09-01,2009-01-01,2014-06-17,9600000.0,0.0,0.0,0,3000000.0,16.349207451286784,1.0986122886681098,14.914123179965662,16.077273760604726,0.0,0.0,0
Onarbor,|Publishing|Digital Media|Bitcoin|Art|Life Sciences|Crowdfunding|Curated Web|, Publishing ,10000.0,operating,USA,Cambridge,1.0,2014-05-14,2014-01-01,2014-01-01,0.0,0.0,0.0,0,10000.0,9.210440366976517,0.6931471805599453,9.210440366976517,0.0,0.0,0.0,0
Onaro,|Storage|Software|, Storage ,10000000.0,acquired,USA,Boston,1.0,,2008-01-03,2008-01-03,10000000.0,0.0,0.0,1,0.0,16.118095750958314,0.6931471805599453,0.0,16.118095750958314,0.0,0.0,0
OnAsset Intelligence,|Enterprise Software|, Enterprise Software ,6000000.0,operating,USA,Irving,1.0,,2011-04-18,2011-04-18,6000000.0,0.0,0.0,0,0.0,15.607270193858982,0.6931471805599453,0.0,15.607270193858982,0.0,0.0,0
Onavo,|Mobile|, Mobile ,13000000.0,acquired,USA,Palo Alto,2.0,2010-01-01,2011-05-01,2012-01-24,13000000.0,0.0,0.0,2,0.0,16.380459992348886,1.0986122886681098,0.0,16.380459992348886,0.0,0.0,3
OnBeep,|Mobile|, Mobile ,6750000.0,operating,USA,San Francisco,2.0,2013-01-01,2013-08-14,2014-08-20,6250000.0,0.0,0.0,1,500000.0,15.72505321099685,1.0986122886681098,13.122365377402328,15.648092181712572,0.0,0.0,0
OnCirc Diagnostics,|Biotechnology|, Biotechnology ,500000.0,operating,USA,Beverly Hills,1.0,,2010-03-23,2010-03-23,500000.0,0.0,0.0,0,0.0,13.122365377402328,0.6931471805599453,0.0,13.122365377402328,0.0,0.0,0
Oncodesign,|Biotechnology|, Biotechnology ,4710000.0,operating,,,1.0,,2008-05-22,2008-05-22,4710000.0,0.0,0.0,3,0.0,15.365198678306802,0.6931471805599453,0.0,15.365198678306802,0.0,0.0,3
OncoEthix,|Biotechnology|, Biotechnology ,19000000.0,operating,CHE,Lausanne,1.0,2007-01-01,2013-07-08,2013-07-08,19000000.0,0.0,0.0,2,0.0,16.759949589762293,0.6931471805599453,0.0,16.759949589762293,0.0,0.0,3
Oncofactor Corporation,|Biotechnology|, Biotechnology ,3100000.0,closed,USA,Seattle,2.0,,2011-08-02,2013-09-03,3100000.0,0.0,0.0,1,0.0,14.946912992035967,1.0986122886681098,0.0,14.946912992035967,0.0,0.0,0
OncoFusion Therapeutics,|Biotechnology|, Biotechnology ,525000.0,operating,USA,Ann Arbor,1.0,2012-01-01,2013-03-01,2013-03-01,0.0,525000.0,0.0,0,0.0,13.171155446333852,0.6931471805599453,0.0,0.0,13.171155446333852,0.0,1
